file,duration_sec,sampling_rate,dataset,speaker_id,environment,text
librispeech_subset_wav\sample_86.wav,5.89,16000,LibriSpeech,6848,clean,SAID BILLY I'LL HAVE TO BE UP AT THE OFFICE FOR THE BAGS AT SIX O'CLOCK FAIX
librispeech_subset_wav\sample_87.wav,9.78,16000,LibriSpeech,730,clean,THAT I OBSERVED THE COUNTENANCE OF FELIX WAS MELANCHOLY BEYOND EXPRESSION HE SIGHED FREQUENTLY AND ONCE HIS FATHER PAUSED IN HIS MUSIC AND I CONJECTURED
librispeech_subset_wav\sample_88.wav,4.39,16000,LibriSpeech,27,clean,THEN THOU ALSO SHALT DIE WITH THEM BY THE SWORD OF THE ASSYRIANS
librispeech_subset_wav\sample_89.wav,14.5,16000,LibriSpeech,2384,clean,IN ORDER TO BE ABLE TO GRAPPLE WITH ANY DEGREE OF COLD WE WERE SUPPLIED WITH THE RICHEST ASSORTMENT OF REINDEER SKIN CLOTHING WE HAD IT SPECIALLY THICK MEDIUM AND QUITE LIGHT IT TOOK A LONG TIME TO GET THESE SKIN CLOTHES PREPARED
librispeech_subset_wav\sample_90.wav,13.98,16000,LibriSpeech,6529,clean,HE LIVES SAID HE BUT HE MUST BE CARRIED TO GRANITE HOUSE THAT IS IMPOSSIBLE REPLIED THE ENGINEER INTO THE CORRAL THEN SAID PENCROFT IN A MOMENT SAID HARDING AND HE RAN ROUND THE LEFT CORNER OF THE PALISADE
librispeech_subset_wav\sample_91.wav,15.46,16000,LibriSpeech,83,clean,CORONEL STOPPED YOUR ROYAL HIGHNESS'S COMMANDS HE BEGAN RATHER COLDLY THERE WAS AN OMINOUS SNIFFING FROM THE BUSHES CORONEL SAID AN UNHAPPY VOICE AT LAST
librispeech_subset_wav\sample_92.wav,12.24,16000,LibriSpeech,3983,clean,WHO OR WHAT WAS THAT OBJECT IN ADVANCE OF IT SUPPORTED BETWEEN DRAKE AND THE LAWYER AND LOOKING LIKE A DROWNED RAT HAIR HANGING LEGS TOTTERING CHEEKS SHAKING AND CLOTHES IN TATTERS
librispeech_subset_wav\sample_93.wav,14.14,16000,LibriSpeech,909,clean,OUGHT TO BE CONSIDERED AS THE ASSISTANTS OR DEPUTIES OF THE CHIEF MAGISTRATE AND ON THIS ACCOUNT THEY OUGHT TO DERIVE THEIR OFFICES FROM HIS APPOINTMENT AT LEAST FROM HIS NOMINATION AND OUGHT TO BE SUBJECT TO HIS SUPERINTENDENCE
librispeech_subset_wav\sample_94.wav,3.94,16000,LibriSpeech,3830,clean,WE WERE ABLE TO IMPART THE INFORMATION THAT WE WANTED
librispeech_subset_wav\sample_95.wav,5.51,16000,LibriSpeech,1040,clean,BUT IT WAS TOO LATE NOW AND SOON THEY SETTLED DOWN TO BEING AS ORDINARY AS YOU OR ME OR JENKINS MINOR
librispeech_subset_wav\sample_96.wav,14.59,16000,LibriSpeech,118,clean,FOR SHE WAS DISCOVERED BY SEVERAL MEMBERS OF THE SEARCHING PARTY A LITTLE BEFORE NOON WHEN FOUND SHE WAS QUIETLY CROPPING THE DAMP HERBAGE AT THE EDGE OF THE CRANBERRY SWAMP AT THE REAR OF SQUIRE HARRINGTON'S FARM SHE WAS WHOLLY UNINJURED AND HAD EVIDENTLY SPENT THE NIGHT THERE
librispeech_subset_wav\sample_97.wav,12.29,16000,LibriSpeech,2691,clean,TAKEN FROM CONCEALMENT ON KESEBERG'S PERSON AND TWO HUNDRED AND SEVENTY FIVE DOLLARS ADDITIONAL TAKEN FROM A CACHE THAT KESEBERG HAD DISCLOSED AFTER THE CAPTAIN HAD PARTIALLY STRANGLED HIM
librispeech_subset_wav\sample_98.wav,12.63,16000,LibriSpeech,1624,clean,HE TRIED HIS HARDEST TO FLUTTER AWAY FARMER BROWN'S BOY UNDERSTOOD INSTANTLY THAT SOMETHING WAS WRONG WITH ONE WING AND RUNNING FORWARD HE CAUGHT REDCOAT YOU POOR LITTLE THING
librispeech_subset_wav\sample_99.wav,5.16,16000,LibriSpeech,1183,clean,WHAT THE WEIGHTS AND MEASURES MEN SAID THE MASTER ARE THEY WORTH RECKONING
librispeech_subset_wav\sample_100.wav,13.6,16000,LibriSpeech,89,clean,IN SPITE OF ALL HIS ATTENTIONS HE HAD PREVIOUSLY EXCITED AND WHAT HAD BEEN TERROR AND DISLIKE BEFORE WAS NOW ABSOLUTE AVERSION YES AVERSION HIS CRUELTY TO SUCH A CHARMING WOMAN MADE HIM ODIOUS TO HER
librispeech_subset_wav\sample_101.wav,15.53,16000,LibriSpeech,4160,clean,THIS WAS THE FIRST TIME AN ACTUAL APPROACH TO THE SUBJECT HAD BEEN MADE IN HER PRESENCE YES MY DEAR SAID MISS ELIZABETH AGAIN I SHALL FEEL THE SEPARATION VERY DEEPLY BUT IT MUST BE YOU KNOW THEY HAVE WAITED SO LONG FOR EACH OTHER THAT I SHOULD BE A VERY WICKED SELFISH OLD WOMAN TO THROW ANY OBSTACLE
librispeech_subset_wav\sample_102.wav,12.74,16000,LibriSpeech,196,clean,BUT IT WASN'T TRUTH ALL THE SAME IT WAS SOMETHING ONE KNOWS A DOWNRIGHT LIE THERE WAS NOT THE THICKNESS OF A SHEET OF PAPER BETWEEN THE RIGHT AND THE WRONG OF THIS AFFAIR
librispeech_subset_wav\sample_103.wav,10.79,16000,LibriSpeech,7264,clean,THESE FOUNDERS OF THE FREE PRESS SEEMED TO SAY WE MAY CONVERT THE MASS TO OUR VIEWS BUT FOR THE MOMENT WE ARE ADMITTEDLY A CLIQUE AN EXCEPTIONAL BODY WITH THE PENALTIES ATTACHING TO SUCH
librispeech_subset_wav\sample_104.wav,15.66,16000,LibriSpeech,2817,clean,SHE ALWAYS CITED IT AFTERWARDS AS A CASE OF PREVISION WHICH REALLY HAD SOMETHING MORE IN IT THAN HER OWN REMARKABLE PENETRATION THAT THE MOMENT SHE SET EYES ON THE SQUIRE SHE SAID TO HERSELF I SHOULDNA WONDER IF HE'S COME ABOUT THAT MAN
librispeech_subset_wav\sample_105.wav,7.07,16000,LibriSpeech,1081,clean,BUT THEY WERE DECEIVED IN THINKING THAT THE STRUGGLE IN THE CHANNEL WAS OVER FOR THE WINTER THE DESERTERS AT THE KENTISH KNOCK WERE PUNISHED
librispeech_subset_wav\sample_106.wav,14.29,16000,LibriSpeech,5678,clean,BUT AFTER THIS WELL WELL WE HAVE SHOWN THAT WE CAN SHED OUR BLOOD TOO IT IS IN THE NICK OF TIME TOO JUST AT THE CRISIS I DON'T WANT TO EXAGGERATE IT IS ONLY A SCRATCH BUT IT WAS SO DELIBERATE AND
librispeech_subset_wav\sample_107.wav,15.2,16000,LibriSpeech,1088,clean,THEN LEAD ON FISHER SHOWED THE WAY UP THE STAIRS THIS TIME THE TRAVELLER CARRIED NO BOOKS HIS LEFT ARM HUNG LIMPLY BY HIS SIDE AND FISHER PRIVATELY GATHERED THAT THE HAND HAD GOT LOOSE FROM THE DETAINING POCKET WITHOUT ITS OWNER BEING AWARE OF THE FACT
librispeech_subset_wav\sample_108.wav,12.84,16000,LibriSpeech,831,clean,THE THING THAT MUST BE TOLD IF THE BOOK IS TO BE WRITTEN WAS LET US FACE IT BRAVELY THE REMARKABLE CONDITION OF THIS YOUNG MAN'S LEGS LET US APPROACH THE BUSINESS WITH DISPASSIONATE EXPLICITNESS
librispeech_subset_wav\sample_109.wav,4.79,16000,LibriSpeech,4051,clean,HOW SIMPLE AND NATURAL WERE HER WORDS AND HOW LIKELY THAT SHE WAS SIMPLY SLEEPY
librispeech_subset_wav\sample_110.wav,15.49,16000,LibriSpeech,7635,clean,AND BY ALL THE OTHER PATRIARCHS I KNOW UNFORTUNATELY THEY ARE STILL IN HADES I BELIEVE ACCORDING TO YOUR CREED AND CANNOT HELP YOU MUCH IN YOUR PRESENT TROUBLE NOW YOU DID NOT FULFIL YOUR SHARE OF THE BARGAIN BUT I AM READY TO FULFIL MINE HERE HE ADDED TURNING TO THE SOLDIERS
librispeech_subset_wav\sample_111.wav,10.55,16000,LibriSpeech,1578,clean,ALL THE USHERS AND BRIDESMAIDS WERE THERE AND EVERYTHING WAS VERY JOLLY ONLY I COULDN'T MAKE OUT WHAT THEY WERE TALKING ABOUT HALF THE TIME BECAUSE THEY ALL KNEW EACH OTHER AND HAD A LOT OF JOKES I COULDN'T UNDERSTAND
librispeech_subset_wav\sample_112.wav,15.83,16000,LibriSpeech,1235,clean,IF HE HAD HAD A DESIGN UPON MY LIFE WHY DID HE SAVE ME THEN HE NEEDED ONLY TO HAVE LEFT ME TO MY DISEASE I COULD NOT HAVE ESCAPED IT AS LIFE WAS FAST DECAYING FORBEAR THEN TO FILL ME WITH UNJUST SUSPICIONS
librispeech_subset_wav\sample_113.wav,8.3,16000,LibriSpeech,7505,clean,SOME OF THE GROUPINGS IN THE CHEMICAL AND PHYSICAL WORLD THAT DO NOT FIT MAN'S PURPOSES MAY BE MADE TO DO SO
librispeech_subset_wav\sample_114.wav,14.93,16000,LibriSpeech,4160,clean,SHE WAS LEARNING THAT IT WAS BEST FOR HER NOT TO SEE DENIS OGLETHORPE AGAIN AND HERE IT SEEMED THAT SHE MUST SEE HIM IN SPITE OF HERSELF EVEN THOUGH SHE WAS CONSCIENTIOUS ENOUGH TO WISH TO DO WHAT WAS BEST NOT SO MUCH BECAUSE IT WAS BEST FOR HERSELF AS BECAUSE IT WAS JUST TO PRISCILLA GOWER
librispeech_subset_wav\sample_115.wav,3.17,16000,LibriSpeech,2002,clean,VISITATION WE BREATHED AGAIN
librispeech_subset_wav\sample_116.wav,15.37,16000,LibriSpeech,426,clean,THE HALL WAS SO CLOSELY SURROUNDED BY FIR WOODS THAT IT WAS INVISIBLE UNLESS YOU WERE NEAR IT MISTER JOSHUA PYE PAINTED AWAY IN THE SOLITUDE AND INDEPENDENCE THAT WERE SO DEAR TO HIS UNSOCIABLE HEART FRIDAY AFTERNOON HE FINISHED HIS JOB AND WENT HOME TO CARMODY
librispeech_subset_wav\sample_117.wav,14.53,16000,LibriSpeech,5390,clean,HAVE YOU INVESTIGATED THE FARM AT ALL I LOOKED UP A REAL ESTATE DEALER LIVING AT MILLVILLE AND WROTE HIM ABOUT THE WEGG FARM HE SAID IF ANY ONE WANTED THE PLACE VERY BADLY IT MIGHT SELL FOR THREE THOUSAND DOLLARS HUMPH
librispeech_subset_wav\sample_118.wav,16.16,16000,LibriSpeech,1263,clean,AND WHY ASKED NICHOLL BECAUSE IF YOU GAIN THE FIRST THE COLUMBIAD WILL HAVE BURST AND THE PROJECTILE WITH IT AND BARBICANE WILL NO LONGER BE THERE TO REIMBURSE YOUR DOLLARS MY STAKE IS DEPOSITED AT THE BANK IN BALTIMORE
librispeech_subset_wav\sample_119.wav,11.21,16000,LibriSpeech,150,clean,THIS DISCOURSE GAVE RISE TO NEW REFLECTIONS AND MARTIN ESPECIALLY CONCLUDED THAT MAN WAS BORN TO LIVE EITHER IN A STATE OF DISTRACTING INQUIETUDE OR OF LETHARGIC DISGUST
librispeech_subset_wav\sample_120.wav,15.14,16000,LibriSpeech,5192,clean,LUSATIA AND UPPER SAXONY TO THE NORTH FRANCONIA TO THE WEST AND BAVARIA TO THE SOUTH BOHEMIA COULD NOT HAVE BEEN PROPELL'D TO THE SEA WITHOUT CEASING TO BE BOHEMIA NOR COULD THE SEA ON THE OTHER HAND HAVE COME UP TO BOHEMIA WITHOUT OVERFLOWING A GREAT PART OF GERMANY
librispeech_subset_wav\sample_121.wav,5.31,16000,LibriSpeech,7078,clean,WHAT CHARACTER DO YOU THINK WOULD BEST SUIT ME WELL
librispeech_subset_wav\sample_122.wav,11.55,16000,LibriSpeech,3242,clean,FINALLY AFTER ABOUT A MONTH OF THIS HE WORE ME DOWN SO THAT I STOPPED HIM ONE DAY AS HE WAS PASSING ME ON THE STREET I THOUGHT I'D FIND OUT IF HE REALLY WAS SO RED HOT TO WORK AS HE PRETENDED TO BE
librispeech_subset_wav\sample_123.wav,15.7,16000,LibriSpeech,254,clean,IF HIS INSENSITIVENESS CARRIED HIM THROUGH AT TIMES TO VICTORY IT BROUGHT HIM AT TIMES TO DEFEAT I DO NOT THINK THAT HE HAS THAT MASTERY OF THE CONTE IN THIS BOOK AT LEAST
librispeech_subset_wav\sample_124.wav,13.94,16000,LibriSpeech,5652,clean,THE INSTINCT OF THE PHYSICIAN HAS TO FIND THE MIDDLE WAY BETWEEN A TEMPORARY REMOVAL OF IRRITATION WHICH REALLY ALLOWS A DEVELOPMENT OF NEW ENERGIES AND A MERE INTERRUPTION WHICH SIMPLY DAMAGES THE ACQUIRED RELATIVE ADJUSTMENT
librispeech_subset_wav\sample_125.wav,14.58,16000,LibriSpeech,3607,clean,THEY WERE DEVILS OF FELLOWS BUT HE WISHED THEY WOULD STOP IT WAS GETTING LATE SOMEONE GAVE THE TOAST OF THE YACHT THE BELLE OF NEWPORT AND THEN SOMEONE PROPOSED ONE GREAT GAME FOR A FINISH THE PIANO HAD STOPPED VILLONA MUST HAVE GONE UP ON DECK
librispeech_subset_wav\sample_126.wav,4.91,16000,LibriSpeech,4051,clean,FOR CHIRON HAD TAUGHT HIM HOW TO BEHAVE WITH PROPRIETY WHETHER TO KINGS OR BEGGARS
librispeech_subset_wav\sample_127.wav,12.31,16000,LibriSpeech,3664,clean,THE PLAY OF BUFFALO BILL HAD A VERY SUCCESSFUL RUN OF SIX OR EIGHT WEEKS AND WAS AFTERWARDS PRODUCED IN ALL THE PRINCIPAL CITIES OF THE COUNTRY EVERYWHERE BEING RECEIVED WITH GENUINE ENTHUSIASM
librispeech_subset_wav\sample_128.wav,15.71,16000,LibriSpeech,696,clean,WHO WERE LATER TO SLAY HER BRUSSELS BECAME A PART OF THE GERMAN EMPIRE AND A TYRANNICAL GOVERNOR CAME THERE TO ESTABLISH HIS HEADQUARTERS ISSUING PROCLAMATIONS THREATENING THE BELGIANS WITH DEATH FOR MINOR OFFENSES AND FILLING BRUSSELS WITH SPIES AND INTRIGUE
librispeech_subset_wav\sample_129.wav,14.4,16000,LibriSpeech,1926,clean,WHAT'S THE MATTER WITH YOU GIRLS DANCING OUT HERE BY YOURSELVES WHEN THERE'S A ROOMFUL OF LONESOME MEN ON THE OTHER SIDE OF THE PARTITION INTRODUCE ME TO YOUR FRIENDS TINY THE GIRLS STILL LAUGHING WERE TRYING TO ESCAPE TINY LOOKED ALARMED
librispeech_subset_wav\sample_130.wav,7.95,16000,LibriSpeech,211,clean,HE FOUND THE DOOR OF HIS PASSAGE OPEN SPRANG UP THE STAIRS AND KNOCKED SOFTLY IN A MANNER AGREED UPON BETWEEN HIM AND HIS LACKEY
librispeech_subset_wav\sample_131.wav,13.73,16000,LibriSpeech,289,clean,GOOD MORNING MOTHER CAN I DO ANYTHING FOR YOU NO DEARIE RETURNED THE WOMAN IN A CRACKED VOICE BUT I WILL SIT BY YOUR SIDE AND REST FOR A TIME THE GIRL MADE ROOM ON THE MOUND BESIDE HER
librispeech_subset_wav\sample_132.wav,14.03,16000,LibriSpeech,7078,clean,AH HERE'S THE COUNTESS EXCLAIMED THE MILLIONAIRE STEPPING FORWARD TO INTRODUCE US WE TURNED AND SAW A PALE BEAUTIFUL WOMAN ATTIRED IN A HANDSOME DINNER GOWN ETHEL YOU
librispeech_subset_wav\sample_133.wav,11.9,16000,LibriSpeech,8747,clean,HIS LORDSHIP GOT ME A SITUATION AT A TOBACCONIST'S SAID THE CHILD LIKE MOON AND THEN HE GOT ME TURNED OFF WHY THAT IS NOT LIKE LORD CONNISTON
librispeech_subset_wav\sample_134.wav,15.49,16000,LibriSpeech,1334,clean,ON MISTER HEATHERSTONE REPEATING TO HIM HIS INTENTIONS RELATIVE TO ARNWOOD EXPRESSED HIS SENSE OF THAT GENTLEMAN'S CONDUCT SIMPLY ADDING YOU MAY THINK ME IMPETUOUS SIR BUT I TRUST YOU WILL BELIEVE ME GRATEFUL
librispeech_subset_wav\sample_135.wav,14.71,16000,LibriSpeech,83,clean,MARIUS CAST A WILD GLANCE ABOUT HIM THE LAST MECHANICAL RESOURCE OF DESPAIR ALL AT ONCE A SHUDDER RAN THROUGH HIM AT HIS FEET ON THE TABLE A BRIGHT RAY OF LIGHT FROM THE FULL MOON
librispeech_subset_wav\sample_136.wav,14.0,16000,LibriSpeech,669,clean,SHE'S BEEN MAKING A PURSE FOR HERSELF ALL THE TIME AND GRUDGED ME A HUNDRED POUND TO GET ME OUT OF QUOD HE THEN FIERCELY AND INCOHERENTLY AND WITH AN AGITATION
librispeech_subset_wav\sample_137.wav,15.77,16000,LibriSpeech,3235,clean,CETERA WHICH FORM THE ACTUAL MUSICAL CONTENT OF THESE GROUPS THE STUDENT WILL NOTE THE ESSENTIAL DIFFERENCE BETWEEN RHYTHM AND MEASURE RHYTHM IS THE REGULAR RECURRENCE OF ACCENT IN A SERIES OF BEATS OR PULSES
librispeech_subset_wav\sample_138.wav,12.64,16000,LibriSpeech,2136,clean,INDIGNATION HOWEVER QUICKLY RETURNED AND I CAME BACK TREADING BRISKLY AS I DID SO WHEN I REACHED THE ANGLE OF THE GALLERY AGAIN MADAME I SUPPOSE HAD HEARD ME FOR SHE WAS HALF WAY DOWN THE STAIRS
librispeech_subset_wav\sample_139.wav,15.45,16000,LibriSpeech,4214,clean,GOT DIANA'S HAT AND WENT WITH HER AS FAR AS THE BARRY YARD FENCE THEN SHE WEPT ALL THE WAY BACK TO GREEN GABLES WHERE SHE SORROWFULLY PUT THE REMAINDER OF THE RASPBERRY CORDIAL BACK INTO THE PANTRY AND GOT TEA READY FOR MATTHEW AND JERRY WITH ALL THE ZEST GONE OUT OF THE PERFORMANCE
librispeech_subset_wav\sample_140.wav,16.19,16000,LibriSpeech,150,clean,YOU MUST HAVE A VAST AND MAGNIFICENT ESTATE SAID CANDIDE TO THE TURK I HAVE ONLY TWENTY ACRES REPLIED THE OLD MAN I AND MY CHILDREN CULTIVATE THEM OUR LABOUR PRESERVES US FROM THREE GREAT EVILS WEARINESS VICE AND WANT
librispeech_subset_wav\sample_141.wav,13.05,16000,LibriSpeech,248,clean,IF WHEN THEY WERE UNDER THE STRESS OF TRAVELING SHE DID NOT APPEAR AT THE BREAKFAST TABLE TILL EVERY ONE ELSE HAD FINISHED THE ONLY QUESTION WAS HOW GWENDOLEN'S COFFEE AND TOAST SHOULD STILL BE OF THE HOTTEST AND CRISPEST
librispeech_subset_wav\sample_142.wav,15.25,16000,LibriSpeech,7226,clean,NOW HE SAYS HOLD ON A MINUTE YOU DIDN'T HEV SHAKES AFORE THE WAR SAYS HE NOT AS MUCH I SAYS NOT KNOWIN WHAT THE FELLER WAS DRIVIN AT BUT SOME I WAS A KID THEN AND KIDS DON'T SHAKE MUCH SAYS I
librispeech_subset_wav\sample_143.wav,2.12,16000,LibriSpeech,233,clean,THE PEACE OF RIGHTEOUSNESS
librispeech_subset_wav\sample_144.wav,6.28,16000,LibriSpeech,5808,clean,SO THEY PRAYED TO ALMIGHTY ALLAH AND THE CHILD CAME FORTH OF THE WATER TO HER SAFE AND SOUND
librispeech_subset_wav\sample_145.wav,15.47,16000,LibriSpeech,2911,clean,FROM THE VERGE OF THE CLIFF ANNOUNCED THAT THE SAVAGE PROLOGUE OF THE AMERICAN DRAMA WAS DRAWING TO A CLOSE AND THAT THE CIVILIZATION OF EUROPE WAS ADVANCING ON THE SCENE ASCENDING FARTHER ALL WAS SOLITUDE EXCEPT AT THREE RIVERS
librispeech_subset_wav\sample_146.wav,13.16,16000,LibriSpeech,7635,clean,AND THUS THAT CHURCH THOUGH AN EXPENSIVE AND BURDENSOME ESTABLISHMENT WAS LIABLE TO MANY OF THE INCONVENIENCES WHICH BELONG TO AN ORDER OF PRIESTS TRUSTING ENTIRELY TO THEIR OWN ART AND INVENTION FOR OBTAINING A SUBSISTENCE
librispeech_subset_wav\sample_147.wav,14.42,16000,LibriSpeech,412,clean,AND BEGAN TO UNPACK HIM LIKE SOME VERY CAREFULLY PROTECTED PARCEL RUGS ENOUGH TO STOCK A BAZAAR FURS OF ALL THE BEASTS OF THE FOREST AND SCARVES OF ALL THE COLOURS OF THE RAINBOW
librispeech_subset_wav\sample_148.wav,6.83,16000,LibriSpeech,5022,clean,I KNOW THAT SHE HAS VISITED YOU AND SPOKEN TO YOU DO YOU KNOW WHAT SHE HAS SAID I CAN GUESS
librispeech_subset_wav\sample_149.wav,2.4,16000,LibriSpeech,2136,clean,YOU DO KNOW EVERYTHING OF COURSE
librispeech_subset_wav\sample_150.wav,15.64,16000,LibriSpeech,8419,clean,THEY HAD SUCH UGLY MOUTHS AND SUCH QUICK MOTIONS THE LARGER FISHES KEPT AWAY ON ACCOUNT OF THEIR CHILDREN WHO WERE SMALL AND TENDER ONE MIGHT THINK THAT THE SAND HILL CRANES THE FISH HAWKS AND THE OTHER SHORE FAMILIES WOULD HAVE BEEN GOOD FRIENDS FOR THEM BUT WHEN THEY CALLED
librispeech_subset_wav\sample_151.wav,14.39,16000,LibriSpeech,4267,clean,IN ANOTHER INSTANT IT LOOKED AS IF THE WHOLE PLACE ABOUT WHERE THE DIAMOND SEEKERS STOOD WAS A MASS OF FIRE GREAT FORKED TONGUES OF LIGHTNING LEAPED FROM THE CLOUDS AND SEEMED TO LICK THE GROUND
librispeech_subset_wav\sample_152.wav,13.15,16000,LibriSpeech,322,clean,THE ENVELOPE CONTAINED A SHEET OF ELEGANT LITTLE HOT PRESSED PAPER WELL COVERED WITH A LADY'S FAIR FLOWING HAND AND ELIZABETH SAW HER SISTER'S COUNTENANCE CHANGE AS SHE READ IT
librispeech_subset_wav\sample_153.wav,12.97,16000,LibriSpeech,2836,clean,WELL ISABEL YOU MUST BE AWARE THAT IT IS AN AWFUL SACRIFICE FOR A MAN IN MY POSITION TO MARRY A DIVORCED WOMAN THE HECTIC FLUSHED INTO HER THIN CHEEKS BUT HER VOICE SOUNDED CALM AS BEFORE
librispeech_subset_wav\sample_154.wav,12.51,16000,LibriSpeech,4088,clean,INDEPENDENCE DAY JULY FOURTH NINETEEN SEVENTEEN IS THE OCCASION FOR TWO DEMONSTRATIONS IN THE NAME OF LIBERTY CHAMP CLARK LATE DEMOCRATIC SPEAKER OF THE HOUSE IS DECLAIMING TO A CHEERING CROWD BEHIND THE WHITE HOUSE
librispeech_subset_wav\sample_155.wav,16.05,16000,LibriSpeech,1235,clean,I AM CERTAIN THAT THIS PHYSICIAN WHOM YOU SUSPECT TO BE A VILLAIN AND A TRAITOR IS ONE OF THE BEST AND MOST VIRTUOUS OF MEN YOU KNOW BY WHAT MEDICINE OR RATHER BY WHAT MIRACLE HE CURED ME OF MY LEPROSY
librispeech_subset_wav\sample_156.wav,13.42,16000,LibriSpeech,5867,clean,YOU ARE STRONGER THAN I AM HE SAID NOT STRONGER BUT MORE CERTAIN MAKE YOURSELF AS SURE AS I AM AND YOU TOO WILL BE STRONG IS IT NOT SO MAMMA
librispeech_subset_wav\sample_157.wav,15.71,16000,LibriSpeech,118,clean,THEN THE PARTY PROCEEDED IN A BODY TO THE MISSING MAN'S HOUSE HERE ANOTHER SURPRISE AWAITED THEM THE COAT WAS AT ONCE RECOGNISED BY MISSUS SAVAREEN AS BELONGING TO HER HUSBAND BUT IT WAS NOT THE COAT WORN BY HIM AT THE TIME OF HIS DISAPPEARANCE OF THIS THERE WAS NO DOUBT WHATEVER
librispeech_subset_wav\sample_158.wav,15.75,16000,LibriSpeech,4830,clean,THERE PECK STOPPED SUDDENLY ROLLED UP HER EYES AND BEGAN TO STAGGER ABOUT AS IF SHE WAS TIPSY MERCY ON US WHAT'S THE MATTER WITH THE CHICK CRIED MISSUS CLUCK IN GREAT ALARM FITS MA'AM ANSWERED DOCTOR DRAKE
librispeech_subset_wav\sample_159.wav,5.79,16000,LibriSpeech,2007,clean,AND HE COULD BE HERE IN NO OTHER CHARACTER HOW COULD HE OBTAIN THE MEANS OF WALKING ABROAD ON THE RAMPART
librispeech_subset_wav\sample_160.wav,13.51,16000,LibriSpeech,4014,clean,EVERY DETAIL OF THAT TREMENDOUS BATTLE JERRY KNEW HIS OWN OCCASIONAL GLIMPSES OVER THE SIDE INFORMED HIM OF THE TEMPORARY REVERSES HIS OWN ARMY WAS SUFFERING WHILE THE REMARKS OF THE OFFICER TOLD HIM WHERE THE GERMANS WERE MEETING THEIR BITTEREST REPULSES
librispeech_subset_wav\sample_161.wav,14.61,16000,LibriSpeech,2159,clean,IT BECAME SLOW AND IRREGULAR AND VERY SMALL THE RESPIRATION DECREASED ALMOST TO GASPING THE FACE GREW PALE AND A COLD PERSPIRATION BROKE OUT READERS WHO ARE ESPECIALLY INTERESTED IN THIS SUBJECT
librispeech_subset_wav\sample_162.wav,16.61,16000,LibriSpeech,8747,clean,THE FACT THAT HE SUSPECTED SOMEONE OF PASSING HIMSELF OFF AS BERNARD STARTLED HER AND OPENED AN ABYSS AT HER FEET ON LEAVING THE OFFICE SHE JUDGED IT BEST TO LOWER HER CREST FOR THE MOMENT AND TO WAIT PATIENTLY TO SEE WHAT WOULD TRANSPIRE
librispeech_subset_wav\sample_163.wav,14.12,16000,LibriSpeech,7302,clean,YOU HAVE DONE THIS I HOPE SO AT LEAST MADAME DE VILLEFORT STRETCHED OUT HER HANDS AND FELL ON HER KNEES I UNDERSTAND HE SAID YOU CONFESS BUT A CONFESSION MADE TO THE JUDGES
librispeech_subset_wav\sample_164.wav,14.66,16000,LibriSpeech,669,clean,PITT STOOPED AND PICKED THEM UP AMAZED AT SO MUCH WEALTH NOT THAT RAWDON SAID I HOPE TO PUT A BULLET INTO THE MAN WHOM THAT BELONGS TO
librispeech_subset_wav\sample_165.wav,14.04,16000,LibriSpeech,1594,clean,THEREFORE LOOK ON ME AS YOUR DAUGHTER AND PERMIT ME TO VOW ETERNAL DUTY AND AFFECTION HAVING SO SAID SHE BOWED DOWN ON GANEM'S MOTHER WHO WAS SO ASTONISHED THAT SHE COULD RETURN NO ANSWER
librispeech_subset_wav\sample_166.wav,15.3,16000,LibriSpeech,7505,clean,THEY CEASE TO BE RENT BEARERS AND THE RENT OF THE RICHER FIELDS FALLS UNDER THE INFLUENCE OF THE NEW SUPPLY OF PRODUCTS SOME INVENTIONS SUDDENLY INCREASE THE EFFICIENCY OF FREE GOODS TO SUCH A DEGREE
librispeech_subset_wav\sample_167.wav,15.29,16000,LibriSpeech,1363,clean,TO A SPACIOUS TRANSVERSE PASSAGE THIS PASSAGE RAN BETWEEN POLISHED PILLARS OF SOME WHITE VEINED SUBSTANCE OF DEEP ULTRAMARINE AND ALONG IT CAME THE SOUND OF HUMAN MOVEMENTS
librispeech_subset_wav\sample_168.wav,5.38,16000,LibriSpeech,2764,clean,I LEFT INSTRUCTIONS FOR SHIPPING MY CONTAINERS OF STUFFED ANIMALS AND DRIED PLANTS TO PARIS FRANCE
librispeech_subset_wav\sample_169.wav,4.57,16000,LibriSpeech,7302,clean,WORTHY FOSTER FATHER WELL WELL
librispeech_subset_wav\sample_170.wav,15.47,16000,LibriSpeech,7794,clean,IT WAS DISGUSTING AND IT SEIZED HIM BY THE WAIST AND WRESTLED WITH HIM A SUMMER'S DAY TILL AFTERNOON BUT WHEN THE AFTERNOON HEAT CAME ON THE DRAGON SAID LET ME GO PRINCE THAT I MAY MOISTEN MY PARCHED HEAD IN THE LAKE AND MAY TOSS YOU TO THE SKY
librispeech_subset_wav\sample_171.wav,8.38,16000,LibriSpeech,3947,clean,NEVERTHELESS IT WAS EVIDENT TO HERSELF THAT HER EMOTION WAS NOT THAT OF REGRET OR SORROW SOMEHOW A GLAD NEW JOY HAD COME TO HER
