file,duration_sec,sampling_rate,dataset,speaker_id,environment,text
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706510.wav,5.44,16000,CommonVoice,3e7de698376938907d0648c89143c8bb64dff420405c9ffcea8da42a2962c2a7cb4d6540d234ee57d25a84b3d81790cec7e9d17261cdaae4f003d5beedf590aa,unknown,His uncle was the radio presenter Wilfred Pickles.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706513.wav,5.22,16000,CommonVoice,3e7de698376938907d0648c89143c8bb64dff420405c9ffcea8da42a2962c2a7cb4d6540d234ee57d25a84b3d81790cec7e9d17261cdaae4f003d5beedf590aa,unknown,"The element ""k"" is called an upper bound of ""S""."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706516.wav,6.7,16000,CommonVoice,3e7de698376938907d0648c89143c8bb64dff420405c9ffcea8da42a2962c2a7cb4d6540d234ee57d25a84b3d81790cec7e9d17261cdaae4f003d5beedf590aa,unknown,"Having escaped, Johnny masquerades as Rigo and begins to assist the doctor."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43208180.wav,4.18,16000,CommonVoice,534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,unknown,A Halloween special was also released on the same day.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43208189.wav,5.15,16000,CommonVoice,534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,unknown,"White now must retreat the knight, or sacrifice it."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43208290.wav,6.52,16000,CommonVoice,534bcfba42bc74666812ef2858564e1d5766b1ad4f93f99d158cb508dae166665921085feceed2783a92e9211c2df261cec32f118d532ff4f59906948ff28cb9,unknown,"Hence, the number of zeros in an interval of a given size slowly increases."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42699872.wav,8.32,16000,CommonVoice,5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,unknown,"Boocock is in the critically acclaimed avant-garde theatre company ""Elevator Repair Service""."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42699890.wav,4.79,16000,CommonVoice,5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,unknown,The Caliph had Yahya brought to him and confronted the two men.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42699891.wav,4.5,16000,CommonVoice,5ab2c81243fc9e565a7e6a4f7b366f528e2c72bccdc5fa205351317f397375b48ec7d6705e1096f015e3f99d76f55cfd04ad6a37e44d721b25f5c4cd95cbd4d5,unknown,Mandaic is written in the Mandaic alphabet.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43004194.wav,3.71,16000,CommonVoice,6b314bf98ad57930be9d71c47cfb9e577a2e989058c8cb693b2760c94bc018bbb45bfc7bffecca922cd863a5d79b253c4819e2b2d998e879ab6044dacc21ed87,unknown,The castle's bastion walls are thick.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43004225.wav,5.58,16000,CommonVoice,6b314bf98ad57930be9d71c47cfb9e577a2e989058c8cb693b2760c94bc018bbb45bfc7bffecca922cd863a5d79b253c4819e2b2d998e879ab6044dacc21ed87,unknown,"The cape is named after John Meares, a British explorer."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43004302.wav,7.02,16000,CommonVoice,6b314bf98ad57930be9d71c47cfb9e577a2e989058c8cb693b2760c94bc018bbb45bfc7bffecca922cd863a5d79b253c4819e2b2d998e879ab6044dacc21ed87,unknown,Cultural differences are further accentuated by the influence of historical and political factors.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42788438.wav,8.28,16000,CommonVoice,a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,unknown,Postal codes ending in the digit one are used for post office boxes.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42788519.wav,4.0,16000,CommonVoice,a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,unknown,Wrote several Book's as well.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42788567.wav,5.22,16000,CommonVoice,a05b9ecae26781f34867ab828f329f8e54b3998ad32ebb2e41158df7213b314d9a21cb117378ed356ebeafcd12e42af3e2fbd25b671f43f9d91e613e47491ada,unknown,But the tour fell apart when we hit Port Hedland.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42736392.wav,4.32,16000,CommonVoice,d4267e6569d3e5c8995339e8606fd39ff78ac7333c41a40f1be80ce72ca6a0bbb08e7d67db0abe5f045596763d60f0518b2b70db1fcd64cc6582aa4a342902a3,unknown,"Soon after, he left the city to travel and write."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42736425.wav,4.93,16000,CommonVoice,d4267e6569d3e5c8995339e8606fd39ff78ac7333c41a40f1be80ce72ca6a0bbb08e7d67db0abe5f045596763d60f0518b2b70db1fcd64cc6582aa4a342902a3,unknown,Only one of those points is in the region bounded by this contour.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42736426.wav,6.19,16000,CommonVoice,d4267e6569d3e5c8995339e8606fd39ff78ac7333c41a40f1be80ce72ca6a0bbb08e7d67db0abe5f045596763d60f0518b2b70db1fcd64cc6582aa4a342902a3,unknown,"Several days later, a war tax was instituted on the aristocrats and wealthy bourgeois."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42832667.wav,3.02,16000,CommonVoice,f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,unknown,The hindwings are grey.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42832669.wav,7.02,16000,CommonVoice,f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,unknown,Agnes was the mother of Jungian analyst Jack Sanford.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42832684.wav,4.86,16000,CommonVoice,f3bc45d3e24363f9917a5991aaa7d5e4222631fdb171909aa52ee5f5cc1bbf48b7b08ff3922c4310a4362dab37a0f58436d90f1e0cf8d9c1383467564e673042,unknown,Finns began waging partisan warfare against the Russians.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42773510.wav,6.77,16000,CommonVoice,2733237bf6132e9fea86e7ae5a9b1567a46c6082e68e89428caf3333f240fc410e44aa9d34896361daa547a99495d2539a5b3d61d1ff28055fa2509a6afb16ed,unknown,"He was born in Bangkok, and brought up in Cornwall, England."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42773512.wav,5.58,16000,CommonVoice,2733237bf6132e9fea86e7ae5a9b1567a46c6082e68e89428caf3333f240fc410e44aa9d34896361daa547a99495d2539a5b3d61d1ff28055fa2509a6afb16ed,unknown,After graduation he taught English and mathematics.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42773525.wav,8.86,16000,CommonVoice,2733237bf6132e9fea86e7ae5a9b1567a46c6082e68e89428caf3333f240fc410e44aa9d34896361daa547a99495d2539a5b3d61d1ff28055fa2509a6afb16ed,unknown,Statistical inference uses mathematics to draw conclusions in the presence of uncertainty.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42773561.wav,8.68,16000,CommonVoice,2733237bf6132e9fea86e7ae5a9b1567a46c6082e68e89428caf3333f240fc410e44aa9d34896361daa547a99495d2539a5b3d61d1ff28055fa2509a6afb16ed,unknown,The remaining smaller operating companies were sold off or transferred into the remaining ones.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42743792.wav,5.4,16000,CommonVoice,d5e3abe4e1ca1d1f9f225934281dab8a562d0497457961569339e8b960dd6b8a3102ffedb2fa1a1a6077809d242c373fd793fee4412ddaa77696f6e218a4dcba,unknown,One of the earliest shrubs to bloom in the Northeast is witch hazel.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42743805.wav,6.59,16000,CommonVoice,d5e3abe4e1ca1d1f9f225934281dab8a562d0497457961569339e8b960dd6b8a3102ffedb2fa1a1a6077809d242c373fd793fee4412ddaa77696f6e218a4dcba,unknown,A real student is therefore one seeking for the realities about life and universe.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42743825.wav,7.06,16000,CommonVoice,d5e3abe4e1ca1d1f9f225934281dab8a562d0497457961569339e8b960dd6b8a3102ffedb2fa1a1a6077809d242c373fd793fee4412ddaa77696f6e218a4dcba,unknown,A large inland sea that extended into central Australia modified its continental climate.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42743845.wav,4.9,16000,CommonVoice,d5e3abe4e1ca1d1f9f225934281dab8a562d0497457961569339e8b960dd6b8a3102ffedb2fa1a1a6077809d242c373fd793fee4412ddaa77696f6e218a4dcba,unknown,"Years later, I went to see him and he had totally changed."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42807943.wav,4.14,16000,CommonVoice,fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,unknown,Castelli was interested in mathematics and hydraulics.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42807958.wav,5.33,16000,CommonVoice,fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,unknown,Ramsey numbers can be determined by some universal quantum computers.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42807963.wav,5.22,16000,CommonVoice,fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,unknown,The story centers on the life of a renegade gaucho.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42808017.wav,6.05,16000,CommonVoice,fb3a6f053002d1b833674e416727ba24a0599a2a96294ab0cffb7408f89136426b2e94491aeaeca912a56540ea9848e794c64b446e56e81e9f60840517836c44,unknown,This district included the territory between the Alabama and Tombigbee Rivers.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706159.wav,7.56,16000,CommonVoice,befbc9d0070ca900295c8573286aba46581790fcfdbbbd77f6b5dee9146c3db5e86049bf022169268003d497167a67119a9b449c2c8abae388fa270a91e52cbd,unknown,"Robinson jokingly remarked that Hugh Laurie's success on ""House"" may make that difficult."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706160.wav,6.88,16000,CommonVoice,befbc9d0070ca900295c8573286aba46581790fcfdbbbd77f6b5dee9146c3db5e86049bf022169268003d497167a67119a9b449c2c8abae388fa270a91e52cbd,unknown,The Council met under the presidency of Bishop Caesarius of Arles.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706169.wav,4.79,16000,CommonVoice,befbc9d0070ca900295c8573286aba46581790fcfdbbbd77f6b5dee9146c3db5e86049bf022169268003d497167a67119a9b449c2c8abae388fa270a91e52cbd,unknown,It is the second time that they have recorded together.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706181.wav,6.34,16000,CommonVoice,befbc9d0070ca900295c8573286aba46581790fcfdbbbd77f6b5dee9146c3db5e86049bf022169268003d497167a67119a9b449c2c8abae388fa270a91e52cbd,unknown,The village is so peaceful that crime has become nonexistent.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42706202.wav,6.34,16000,CommonVoice,befbc9d0070ca900295c8573286aba46581790fcfdbbbd77f6b5dee9146c3db5e86049bf022169268003d497167a67119a9b449c2c8abae388fa270a91e52cbd,unknown,High school students attend Winnacunnet High School in the neighboring town of Hampton.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42895984.wav,2.56,16000,CommonVoice,c6dbf43ebaeda7765c94fae40a68c9db500800f7ea0aa74e06a47e9c3c9c8310047ef7e9f7af7246a905c9f293155e19c82328dfe1404d13b9691fa5c89d7945,unknown,"He started, and laughed."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42896173.wav,5.29,16000,CommonVoice,c6dbf43ebaeda7765c94fae40a68c9db500800f7ea0aa74e06a47e9c3c9c8310047ef7e9f7af7246a905c9f293155e19c82328dfe1404d13b9691fa5c89d7945,unknown,He gained a lot of experience performing at regional competitions and festivals.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42896222.wav,4.36,16000,CommonVoice,c6dbf43ebaeda7765c94fae40a68c9db500800f7ea0aa74e06a47e9c3c9c8310047ef7e9f7af7246a905c9f293155e19c82328dfe1404d13b9691fa5c89d7945,unknown,"There's no morality involved, I'm not saying it should or shouldn't happen."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42902449.wav,4.64,16000,CommonVoice,c6dbf43ebaeda7765c94fae40a68c9db500800f7ea0aa74e06a47e9c3c9c8310047ef7e9f7af7246a905c9f293155e19c82328dfe1404d13b9691fa5c89d7945,unknown,He was also co-author of multiple papers on Geology.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42906370.wav,4.21,16000,CommonVoice,c6dbf43ebaeda7765c94fae40a68c9db500800f7ea0aa74e06a47e9c3c9c8310047ef7e9f7af7246a905c9f293155e19c82328dfe1404d13b9691fa5c89d7945,unknown,Mindfulness can also be viewed as a means to develop self-knowledge and wisdom.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43196392.wav,6.08,16000,CommonVoice,d918e46f551ad499dc13ddcb29d565937eb61de554e35a634e9aaafa83292d57d3c67fb664aa49f35468ee678d3cc82e588d4cd1aaa68ac34153e09d5dc80168,unknown,He played college football at Iowa.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43196441.wav,7.67,16000,CommonVoice,d918e46f551ad499dc13ddcb29d565937eb61de554e35a634e9aaafa83292d57d3c67fb664aa49f35468ee678d3cc82e588d4cd1aaa68ac34153e09d5dc80168,unknown,"An online exclusive ""orchestral"" mix can be heard on the Official website."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43196465.wav,6.44,16000,CommonVoice,d918e46f551ad499dc13ddcb29d565937eb61de554e35a634e9aaafa83292d57d3c67fb664aa49f35468ee678d3cc82e588d4cd1aaa68ac34153e09d5dc80168,unknown,This locomotive is considered to be the end of the Maxi line.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43196647.wav,3.64,16000,CommonVoice,d918e46f551ad499dc13ddcb29d565937eb61de554e35a634e9aaafa83292d57d3c67fb664aa49f35468ee678d3cc82e588d4cd1aaa68ac34153e09d5dc80168,unknown,"He lives in Athens, Greece."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43196719.wav,6.12,16000,CommonVoice,d918e46f551ad499dc13ddcb29d565937eb61de554e35a634e9aaafa83292d57d3c67fb664aa49f35468ee678d3cc82e588d4cd1aaa68ac34153e09d5dc80168,unknown,The company contributed interior metalwork for the Washington Monument.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840194.wav,4.43,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,At intermediate levels sandstone is common.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840222.wav,5.08,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,"Recognize that at times you will have to engage in evil, but minimize it."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840233.wav,3.71,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,His submarine plays a role in the comic.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840237.wav,4.82,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,Mr. Peanut has appeared on almost every Planters package and advertisement.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840257.wav,5.98,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,Work on the junior school established new classrooms and the new Early Learning Centre.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42840268.wav,4.68,16000,CommonVoice,236b6af6fb49e6c5112d9b070a546063c82a9068f49b95d454f653012062fd1a43a37cdd68e2d9701b2d34bdf10d2fc5d3882b056a58df37e0811a7891d3b4fa,unknown,"In addition, there is extensive use of shared laboratories and equipment."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205073.wav,7.67,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,"Like the Laurel, it was exclusive to Nissan Japanese dealerships called Nissan Motor Store."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205086.wav,5.29,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,The New Zealand Customs service is the oldest government department in New Zealand.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205195.wav,7.99,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,"Called ""Molly"", she first married the stockbroker Thomas J. McGreevy of Kansas City, Missouri."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205365.wav,3.96,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,His death stunned Jamaica.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205504.wav,3.13,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,She is buried in Derry.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205507.wav,4.21,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,The new court would judge on commercial disputes.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43205612.wav,4.79,16000,CommonVoice,70ed00395877b8227142c8e26e083d95c0aafb0c72fb1397427f54649d099422b38e9519384336dd3bc012db4f3dce84796a5779c0df37659729fdf4dde13d84,unknown,Several relatives of surrounding regions made claims.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42713890.wav,5.44,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,Sixteen teams competed in the inaugural tournament.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42713893.wav,3.71,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,She later died from her injuries.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42727472.wav,7.67,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,Alpha motor neurons are highly abundant and larger in size than gamma motor neurons.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42727484.wav,5.65,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,This would explain his familiarity with the method of Isaac Luria.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42727489.wav,8.42,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,"In response, many individuals and organizations petitioned Fox News to reconsider its decision."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42727505.wav,6.77,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,The program structure and individual sessions are aimed at addressing all age categories.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42727509.wav,4.07,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,Fischer shortened and partly altered.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42904506.wav,5.26,16000,CommonVoice,302b51de89ba0e815cce38bba05ee858e556375d19c74554175b32c2f93dc57bc44d0a3c15bf844eea5cd752b97c28fee9b2310029276363f9eabc67eb0c9cca,unknown,Van Gogh went on to paint several versions of this painting.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43209749.wav,5.58,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,He is eligible to represent Italy internationally through his father.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43209751.wav,4.97,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,"It can even continue to grow unrooted, as floating fragments."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43209768.wav,5.22,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,Arkhangelsky is the nearest rural locality.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43210015.wav,4.97,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,Into what estate did the fall bring mankind?
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43210057.wav,6.52,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,Non-Yolngu are welcome to attend the festival and learn about Yolngu traditions and Law.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43210061.wav,6.59,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,"Subsequently, they added the Works Bar, where customers added their own toppings to hamburgers."
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43210070.wav,7.6,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,American forces bombed Chichi-jima to cut radio communications between the islands.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_43217992.wav,5.22,16000,CommonVoice,dbacb547670f0c0caaa8ebe5f597b4edd1bc411c9dc5710e5c7dd7796ed1b8b0c280474dedeffbda49afb5bafa63791cad529c1a61e8a513449793d935633cba,unknown,Town were drawn away to Walsall in the Second round.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42833542.wav,4.72,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,He worked for the Inland Revenue as an inspector of taxes.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42833966.wav,6.3,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,The crimes are therefore to be punished in accordance with existing canon provisions.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42833970.wav,6.41,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,This is the only time an Amtrak operated train stops at this station.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42833981.wav,3.53,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,The town has no rail service.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42833994.wav,5.44,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,Glass bricks are produced for both wall and floor applications.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42844892.wav,5.22,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,Its control surfaces are all hydraulically actuated.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42844893.wav,6.12,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,Microsoft did not really provide such fonts for computers sold in Romania.
cv-corpus-22.0-delta-2025-06-20/en\clips\common_voice_en_42844912.wav,8.1,16000,CommonVoice,9b4966ad0f17b92511075e9b0936cd7daca30885616011980a6930510e3aa547628ce9e55dfc03f5de2ea315e42a2f0243a70cc136b2814096779d9ff66e958d,unknown,Excitable media can be modelled using both partial differential equations and cellular automata.
